synthetic_user_id,journey_instance_id,path_cohort_id,event_id,event_type,event_time,touch_position,ad_product,format,placement,creative,interaction_type,marketplace,advertiser_id,campaign_group_id,campaign_id,ad_group_id,keyword_id,keyword_text,match_type,target_id,audience_id,advertised_asin,sku_id,currency,cost,converted,purchase_count,revenue,new_to_brand_purchase
SYN_U02045,J_COV_20260102_11,coverage_202601_11,EVT_008142,TOUCHPOINT,2026-01-02T08:00:00Z,1,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG02,,,,TGT_SD_PRODUCT_SKU_PEG_WHITE,AUD_CATEGORY_INTEREST,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.980000,0,0,0.00,0
SYN_U02046,J_COV_20260102_12,coverage_202601_12,EVT_008144,TOUCHPOINT,2026-01-02T08:00:00Z,1,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG02,,,,TGT_SD_PRODUCT_SKU_PEG_WHITE,AUD_PRODUCT_VIEWERS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02047,J_COV_20260102_13,coverage_202601_13,EVT_008146,TOUCHPOINT,2026-01-02T08:00:00Z,1,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG02,,,,TGT_SD_PRODUCT_SKU_VOMERO_RED,AUD_CATEGORY_INTEREST,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,1.130000,0,0,0.00,0
SYN_U02048,J_COV_20260102_14,coverage_202601_14,EVT_008148,TOUCHPOINT,2026-01-02T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_DISCOVERY,new running shoe styles,BROAD,TGT_SP_K_DISCOVERY_BROAD,,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.860000,0,0,0.00,0
SYN_U02049,J_COV_20260102_15,coverage_202601_15,EVT_008150,TOUCHPOINT,2026-01-02T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.820000,0,0,0.00,0
SYN_U02050,J_COV_20260102_16,coverage_202601_16,EVT_008152,TOUCHPOINT,2026-01-02T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02051,J_COV_20260102_17,coverage_202601_17,EVT_008154,TOUCHPOINT,2026-01-02T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.060000,0,0,0.00,0
SYN_U02035,J_COV_20260102_01,coverage_202601_01,EVT_008123,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U02036,J_COV_20260102_02,coverage_202601_02,EVT_008125,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U02037,J_COV_20260102_03,coverage_202601_03,EVT_008127,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.000000,0,0,0.00,0
SYN_U02038,J_COV_20260102_04,coverage_202601_04,EVT_008129,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.000000,0,0,0.00,0
SYN_U02039,J_COV_20260102_05,coverage_202601_05,EVT_008131,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U02040,J_COV_20260102_06,coverage_202601_06,EVT_008133,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02041,J_COV_20260102_07,coverage_202601_07,EVT_008135,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.000000,0,0,0.00,0
SYN_U02042,J_COV_20260102_08,coverage_202601_08,EVT_008137,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.000000,0,0,0.00,0
SYN_U02043,J_COV_20260102_09,coverage_202601_09,EVT_008139,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.000000,0,0,0.00,0
SYN_U02044,J_COV_20260102_10,coverage_202601_10,EVT_008141,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.000000,0,0,0.00,0
SYN_U02045,J_COV_20260102_11,coverage_202601_11,EVT_008143,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02046,J_COV_20260102_12,coverage_202601_12,EVT_008145,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02047,J_COV_20260102_13,coverage_202601_13,EVT_008147,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.000000,0,0,0.00,0
SYN_U02048,J_COV_20260102_14,coverage_202601_14,EVT_008149,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.000000,0,0,0.00,0
SYN_U02049,J_COV_20260102_15,coverage_202601_15,EVT_008151,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02050,J_COV_20260102_16,coverage_202601_16,EVT_008153,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02051,J_COV_20260102_17,coverage_202601_17,EVT_008155,OUTCOME,2026-01-02T18:00:00Z,,,,,,,US,adv_demo_001,CG_DEMO_001,,,,,,,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U02052,J_COV_20260103_01,coverage_202601_01,EVT_008156,TOUCHPOINT,2026-01-03T08:00:00Z,1,AMAZON_DSP,AUDIO,,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_AUDIO_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.020000,0,0,0.00,0
SYN_U02053,J_COV_20260103_02,coverage_202601_02,EVT_008158,TOUCHPOINT,2026-01-03T08:00:00Z,1,AMAZON_DSP,DISPLAY,,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_DISPLAY_2,AUD_LIFESTYLE_FITNESS,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.010000,0,0,0.00,0
SYN_U02054,J_COV_20260103_03,coverage_202601_03,EVT_008160,TOUCHPOINT,2026-01-03T08:00:00Z,1,AMAZON_DSP,ONLINE_VIDEO,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_ONLINE_VIDEO_1,AUD_IN_MARKET_RUNNING,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,0.020000,0,0,0.00,0
SYN_U02055,J_COV_20260103_04,coverage_202601_04,EVT_008162,TOUCHPOINT,2026-01-03T08:00:00Z,1,AMAZON_DSP,STREAMING_TV,,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_STREAMING_TV_2,AUD_LIFESTYLE_FITNESS,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.030000,0,0,0.00,0
SYN_U02056,J_COV_20260103_05,coverage_202601_05,EVT_008164,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SB,C_DEMO_SB_AG02,K_DISCOVERY,new running shoe styles,BROAD,TGT_SB_K_DISCOVERY_BROAD,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02057,J_COV_20260103_06,coverage_202601_06,EVT_008166,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_BRANDS,COMPONENT,TOP_OF_SEARCH,IMAGE,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SB,C_DEMO_SB_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SB_K_RUNNING_EXACT_EXACT,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.220000,0,0,0.00,0
SYN_U02058,J_COV_20260103_07,coverage_202601_07,EVT_008168,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_BRANDS,DISPLAY,REST_OF_SEARCH,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SB,C_DEMO_SB_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SB_K_RUNNING_EXACT_EXACT,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U02059,J_COV_20260103_08,coverage_202601_08,EVT_008170,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SB,C_DEMO_SB_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SB_K_LIGHTWEIGHT_PHRASE,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.000000,0,0,0.00,0
SYN_U02060,J_COV_20260103_09,coverage_202601_09,EVT_008172,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_BRANDS,VIDEO,TOP_OF_SEARCH,VIDEO,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SB,C_DEMO_SB_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SB_K_NIKE_EXACT_PHRASE,,B0DEMOVOMEROR,SKU_VOMERO_RED,USD,1.300000,0,0,0.00,0
SYN_U02061,J_COV_20260103_10,coverage_202601_10,EVT_008174,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG02,,,,TGT_SD_PRODUCT_SKU_PEG_WHITE,AUD_CATEGORY_INTEREST,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.000000,0,0,0.00,0
SYN_U02062,J_COV_20260103_11,coverage_202601_11,EVT_008176,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,IMAGE,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG01,,,,TGT_SD_PRODUCT_SKU_PEG_BLACK,AUD_PRODUCT_VIEWERS,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.900000,0,0,0.00,0
SYN_U02063,J_COV_20260103_12,coverage_202601_12,EVT_008178,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_DISPLAY,DISPLAY,PRODUCT_PAGE,VIDEO,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG01,,,,TGT_SD_PRODUCT_SKU_TRAIL_BLUE,AUD_CATEGORY_INTEREST,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U02064,J_COV_20260103_13,coverage_202601_13,EVT_008180,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_DISPLAY,VIDEO,PRODUCT_PAGE,VIDEO,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SD,C_DEMO_SD_AG01,,,,TGT_SD_PRODUCT_SKU_TRAIL_BLUE,AUD_PRODUCT_VIEWERS,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,1.200000,0,0,0.00,0
SYN_U02065,J_COV_20260103_14,coverage_202601_14,EVT_008182,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,PRODUCT_PAGE,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SP_K_RUNNING_EXACT_EXACT,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.920000,0,0,0.00,0
SYN_U02066,J_COV_20260103_15,coverage_202601_15,EVT_008184,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SP_K_RUNNING_EXACT_EXACT,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.870000,0,0,0.00,0
SYN_U02067,J_COV_20260103_16,coverage_202601_16,EVT_008186,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_LIGHTWEIGHT,lightweight running shoes,PHRASE,TGT_SP_K_LIGHTWEIGHT_PHRASE,,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.000000,0,0,0.00,0
SYN_U02068,J_COV_20260103_17,coverage_202601_17,EVT_008188,TOUCHPOINT,2026-01-03T08:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,TOP_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.980000,0,0,0.00,0
SYN_U01273,J_STD_086_01,cohort_086,EVT_005077,TOUCHPOINT,2026-01-03T09:00:00Z,1,AMAZON_DSP,AUDIO,,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_AUDIO_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.020000,0,0,0.00,0
SYN_U01735,J_STD_117_01,cohort_117,EVT_006922,TOUCHPOINT,2026-01-03T09:00:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.870000,0,0,0.00,0
SYN_U01282,J_STD_086_10,cohort_086,EVT_005113,TOUCHPOINT,2026-01-03T09:03:00Z,1,AMAZON_DSP,AUDIO,,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_AUDIO_2,AUD_LIFESTYLE_FITNESS,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.020000,0,0,0.00,0
SYN_U01744,J_STD_117_10,cohort_117,EVT_006967,TOUCHPOINT,2026-01-03T09:03:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SP_K_RUNNING_EXACT_EXACT,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.870000,0,0,0.00,0
SYN_U01274,J_STD_086_02,cohort_086,EVT_005081,TOUCHPOINT,2026-01-03T09:07:00Z,1,AMAZON_DSP,AUDIO,,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_AUDIO_2,AUD_LIFESTYLE_FITNESS,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.020000,0,0,0.00,0
SYN_U01736,J_STD_117_02,cohort_117,EVT_006927,TOUCHPOINT,2026-01-03T09:07:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SP_K_RUNNING_EXACT_EXACT,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.870000,0,0,0.00,0
SYN_U01283,J_STD_086_11,cohort_086,EVT_005117,TOUCHPOINT,2026-01-03T09:10:00Z,1,AMAZON_DSP,AUDIO,,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_AUDIO_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.020000,0,0,0.00,0
SYN_U01745,J_STD_117_11,cohort_117,EVT_006972,TOUCHPOINT,2026-01-03T09:10:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.870000,0,0,0.00,0
SYN_U01275,J_STD_086_03,cohort_086,EVT_005085,TOUCHPOINT,2026-01-03T09:14:00Z,1,AMAZON_DSP,AUDIO,,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG02,,,,TGT_DSP_AUDIO_1,AUD_IN_MARKET_RUNNING,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.020000,0,0,0.00,0
SYN_U01737,J_STD_117_03,cohort_117,EVT_006932,TOUCHPOINT,2026-01-03T09:14:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG02,K_NIKE_EXACT,nike running shoes,PHRASE,TGT_SP_K_NIKE_EXACT_PHRASE,,B0DEMOPEG41W,SKU_PEG_WHITE,USD,0.870000,0,0,0.00,0
SYN_U01284,J_STD_086_12,cohort_086,EVT_005121,TOUCHPOINT,2026-01-03T09:17:00Z,1,AMAZON_DSP,AUDIO,,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_AUDIO_2,AUD_LIFESTYLE_FITNESS,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.020000,0,0,0.00,0
SYN_U01746,J_STD_117_12,cohort_117,EVT_006977,TOUCHPOINT,2026-01-03T09:17:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SP_K_RUNNING_EXACT_EXACT,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.870000,0,0,0.00,0
SYN_U01276,J_STD_086_04,cohort_086,EVT_005089,TOUCHPOINT,2026-01-03T09:21:00Z,1,AMAZON_DSP,AUDIO,,,IMPRESSION,US,adv_demo_001,CG_DEMO_001,C_DEMO_DSP,C_DEMO_DSP_AG01,,,,TGT_DSP_AUDIO_2,AUD_LIFESTYLE_FITNESS,B0DEMOTRAILB,SKU_TRAIL_BLUE,USD,0.020000,0,0,0.00,0
SYN_U01738,J_STD_117_04,cohort_117,EVT_006937,TOUCHPOINT,2026-01-03T09:21:00Z,1,SPONSORED_PRODUCTS,PRODUCT_AD,REST_OF_SEARCH,,CLICK,US,adv_demo_001,CG_DEMO_001,C_DEMO_SP,C_DEMO_SP_AG01,K_RUNNING_EXACT,running shoes,EXACT,TGT_SP_K_RUNNING_EXACT_EXACT,,B0DEMOPEG41B,SKU_PEG_BLACK,USD,0.870000,0,0,0.00,0
